,author,album,title,lyrics
196,Joaquín Sabina,Malas compañías,Que Demasíao (Una Canción Para el Jaro),"[Letra de ""Que Demasíao (Una Canción Para el Jaro)""]

Macarra de ceñido pantalón
Pandillero tatuado y suburbial
Hijo de la derrota y el alcohol
Sobrino del dolor
Primo hermano de la necesidad
Tuviste por escuela una prisión
Por maestra una mesa de billar
Te lo montas de guapo y de matón
De golfo y de ladrón
Y de darle al canuto cantidad
Aún no tienes años pa votar
Y ya pasas del rollo de vivir
Chorizo y delincuente habitual
Contra la propiedad
De los que no te dejan elegir
Si al fondo del oscuro callejón
Un Bugatti te come la moral
A punta de navaja y empujón
El coche vacilón
Va cambiando de dueño y de lugar
Que no se mueva nadie -has ordenao-
Y van ya quince atracos en un mes
Tu vieja apura el vino que has mercao
Y nunca ha preguntao:
¿De dónde sale todo este parné?
La pasma va pisándote el talón
Hay bronca por donde quiera que vas
Las chavalas del barrio sueñan con
Robarte el corazón
Si el sábado las llevas a bailar
Una noche que andabas desarmao
La muerte en una esquina te esperó
Te pegaron seis tiros descaraos
Y luego desangrao
Te ingresaron en el piramidón
Pero antes de palmarla se te oyó
Decir: ""Que demasiao
De esta me sacan en televisión"""
197,Joaquín Sabina,Lo Niego Todo,¿Qué Estoy Haciendo Aquí?,"[Letra de ""¿Qué Estoy Haciendo Aquí?""]

Marisa sale muerta del trabajo
Una semana más tirando a gris
El plano del Edén no tiene atajos
Para los que nos aprenden a reír

Entra en el Bar Florida para mezclar
Copas de bronca y desamor
Máscaras para ocultar los desatinos del corazón
En los moteles sólo hay puertas de salida
Gente que duerme con las luces encendidas

¿Qué estoy haciendo aquí? ¿De quién es esta vida?
¿Qué estoy haciendo aquí? Insulsa y repetida
¿Qué estoy haciendo aquí? En dirección prohibida
¿Qué estoy haciendo aquí?

Le va de cine a Jimmy como bróker
Conduce un Bentley
Vive como un rey
No hay quien le tosa
Juega al primer toque

Con el Dow Jones, el Ibex y el Nikkei
Con el botín en el asiento de atrás
Pisando el acelerador
De la raya de Portugal
Vio a la patrulla por el retrovisor
Lo que no tiene precio le ha costado caro
Cargó la pipa, apuntó, falló el disparo

¿Qué estoy haciendo aquí? ¿De quién es esta vida?
¿Qué estoy haciendo aquí? Insulsa y repetida
¿Qué estoy haciendo aquí? En dirección prohibida
¿Qué estoy haciendo aquí?

Encarna y Charly han vuelto a las andadas
Vaciando otra botella de coñac
Se miran el uno al otro
Y no ven nada
Se gritan porque ya no hay más que hablar

Ella imagina que se va en un avión
El que la caza en el andén
Ha encontrado bajo el somier
Bastantes huellas de una traición

Al alba, Encarna llora en la comisaría
Su ojo derecho es una mancha de sandia

¿Qué estoy haciendo aquí? ¿De quién es esta vida?
¿Qué estoy haciendo aquí? Insulsa y repetida
¿Qué estoy haciendo aquí? En dirección prohibida
¿Qué estoy haciendo aquí?

¿Qué estoy haciendo aquí? ¿De quién es esta vida?
¿Qué estoy haciendo aquí? Insulsa y repetida
¿Qué estoy haciendo aquí? En dirección prohibida
¿Qué estoy haciendo aquí?

¿Qué estoy haciendo aquí?

¿Qué estoy haciendo aquí?

Callejón sin salida

¿Qué estoy haciendo aquí?

¿Qué estoy haciendo aquí?

No woman, no cry

¿Qué estoy haciendo aquí?

No woman, no cry"
198,Joaquín Sabina,"Hotel, dulce hotel",Que se llama soledad,"Algunas veces vuelo
Y otras veces
Me arrastro demasiado a ras del suelo
Algunas madrugadas me desvelo
Y ando como un gato en celo
Patrullando la ciudad
En busca de una gatita
A esa hora maldita
En que los bares a punto están de cerrar
Cuando el alma necesita
Un cuerpo que acariciar
Algunas veces vivo
Y otras veces
La vida se me va con lo que escribo;
Algunas veces busco un adjetivo
Inspirado y posesivo
Que te arañe el corazón;
Luego arrojo mi mensaje
Se lo lleva de equipaje
Una botella..., al mar de tu incomprensión
No quiero hacerte chantaje

Sólo quiero regalarte una canción
Y algunas veces suelo recostar
Mi cabeza en el hombro de la luna
Y le hablo de esa amante inoportuna
Que se llama soledad
Algunas veces gano
Y otras veces
Pongo un circo y me crecen los enanos;
Algunas veces doy con un gusano
En la fruta del manzano
Prohibido del padre Adán;
O duermo y dejo la puerta
De mi habitación abierta
Por si acaso se te ocurre regresar;
Más raro fue aquel verano
Que no paró de nevar
Y algunas veces suelo recostar
Mi cabeza en el hombro de la luna
Y le hablo de esa amante inoportuna
Que se llama soledad"
199,Joaquín Sabina,"¡Mira Que Eres Canalla, Aute!","¿Quién es Caín, quién es Abel?",
200,Joaquín Sabina,Lo Niego Todo,"Quien Más, Quien Menos",
201,Joaquín Sabina,El hombre del traje gris,¿Quién me ha robado el mes de Abril?,
202,Joaquín Sabina,Nos Sobran los Motivos,Quién Me Ha Robado el Mes de Abril / Así Estoy Yo Sin Ti,"En la posada del fracaso
Donde no hay consuelo ni ascensor
El desamparo y la humedad
Comparten colchón
Y cuando, por la calle
Pasa la vida, como un huracán
El hombre del traje gris
Saca un sucio calendario del
Bolsillo y grita
¿quién me ha robado el mes de abril?
¿Pero cómo pudo sucederme a mí?
¿Quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón
La chica de BUP casi todas
Las asignaturas suspendió
El curso en que preñada
Aquel chaval la dejó y cuando en la pizarra
Pasa lista en profe de latín
Lágrimas de desamor
Ruedan por la página de un bloc
Y en él escribe
¿quién me ha robado el mes de abril?
¿Cómo pudo sucederme a mí?
¿Pero quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón
El marido de mi madre
Que en el último tren se largó
Con una peluquera
Veinte años menor
Y cuando exiben esas risas
De Instamatic en París
Derrotada en el sillón
Se marchita viendo Falcon Crest
Mi vieja y piensa
¿quién me ha robado el mes de abril?
¿Cómo pudo sucederme a mí?
¿Pero quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón
--
Extraño como un pato en el Manzanares
Torpe como un suicida sin vocación
Absurdo como un belga por soleares
Vacío como una isla sin Robinson

Oscuro como un túnel sin tren expreso
Negro como los ángeles de Machín
Febril como la carta de amor de un preso...,
Así estoy yo, así estoy yo, sin ti

Perdido como un quinto en día de permiso
Como un santo sin paraíso
Como el ojo del maniquí
Huraño como un dandy con lamparones
Como un barco sin polizones...,
Así estoy yo, así estoy yo, sin ti

Más triste que un torero
Al otro lado del telón de acero

Así estoy yo, así estoy yo
Así estoy yo... sin ti

Vencido como un viejo que pierde al tute
Lascivo como el beso del coronel
Furtivo como el Lute cuando era el Lute
Inquieto como un párroco en un burdel

Errante como un taxi por el desierto
Quemado como el cielo de Chernovil
Solo como un poeta en el aeropuerto...,
Así estoy yo, así estoy yo, sin ti

Inútil como un sello por triplicado
Como el semen de los ahorcados
Como el libro del porvenir
Violento como un niño sin cumpleaños
Como el perfume del desengaño...,
Así estoy yo, así estoy yo, sin ti

Más triste que un torero
Al otro lado del telón de acero

Así estoy yo, así estoy yo
Así estoy yo... sin ti

Amargo como el vino del exiliado
Como el domingo del jubilado
Como una boda por lo civil
Macabro como el vientre de los misiles
Como un pájaro en un desfile...,
Así estoy yo, así estoy yo, sin ti

Más triste que un torero
Al otro lado del telón de acero

Así estoy yo, así estoy yo
Así estoy yo... sin ti"
203,Joaquín Sabina,El hombre del traje gris,Rap del optimista,
204,Joaquín Sabina,,Raquel es un burdel,"Él ha empezado a sudar
Por el esfuerzo de dar gusto al cuerpo
Moviéndose en el lecho
Está en un viejo burdel
Transformado en la boutique del sexo
Discreto y a buen precio

La noche y la soledad
Una calentura de perro
Una carencia afectiva
Lo llevó sin remedio
Al Salón Raquel

Ella no suda jamás;
Está mascando chicle amargo y piensa
Llenar esa despensa
Se mueve sin emoción
Mientras susurra vicios del oficio
Tumbada como él quiso

Se hizo profesional
En una cuesta de enero
Aquella cola del paro
La llevó sin remedio
Al Salón Raquel

Raquel es un burdel
Donde van a parar
Las chicas del amor
Para poder pasar
La cuesta de enero
Raquel es un burdel
Donde, al amanecer
Hay náufragos que van
A la deriva a buscar
Amores de urgencia
Si pueden pagar

Él terminó de pagar
La ropa tiene el tufo del fracaso
Y el whisky sabe amargo
Ella ha empezado a fumar;
Le dice: ""Tigre, tú serás mi negro""
Y le sigue mintiendo

Él es un naufrago más;
Ella, una chica perdida:
Dos seres que en la noche
No tienen más salida:
Al Salón Raquel"
205,Joaquín Sabina,,Ratones Coloraos (Rap),
206,Joaquín Sabina,Diario de un peatón,Ratones coloraos (rap sevillanas),
207,Joaquín Sabina,Diario de un peatón,Ratones coloraos (sevillanas),
208,Joaquín Sabina,Juez y parte,Rebajas de enero,"[Verse 1]
Huyendo del frío busqué en las rebajas de enero
Y hallé una morena bajita que no estaba mal
Cansada de tanto esperar el amor verdadero
Le dio por poner un anuncio en la prensa local

""Absténganse brutos y obsesos en busca de orgasmo""
No soy dado a tales excesos, así que escribí
""Te puedo dar todo,"" añadía, ""excepto entusiasmo""
Nos vimos tres veces la cuarta se vino a dormir

[Chorus]
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida

[Verse 2]
Como otras parejas vivimos historias de celos
Historias de gritos y besos, de azúcar y sal
Un piso en Atocha no queda tan cerca del cielo
Y yo la verdad nunca he sido un amante ideal

Y contra pronóstico han ido pasando los años
Tenemos estufa, dos gatos y tele en color
Si dos no se engañan mal pueden tener desengaños
Emociones fuertes buscadlas en otra canción

[Chorus]
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida
Apenas llegó se instaló para siempre en mi vida
No hay nada mejor que encontrar un amor a medida
Apenas llegó se instaló para siempre"
209,Joaquín Sabina,Alivio de luto,Resumiendo,"[Letra de ""Resumiendo""]

Resumiendo, que tengo un cajón de la firma Pandora
Treinta y siete chansons, c’est a dire, una y media por hora
Sin contar los sonetos, las coplas, los epistolarios
Los tinteros borrachos de tinta que ordeño a diario
Nos tocaba crecer y crecimos, vaya si crecimos
Cada vez con más dudas, más viejos, más sabios, más primos
Pero todo se acaba, ya es hora de decirte ciao
Me ha citado la luna en Corrientes esquina Callao

Resumiendo
Sabes dónde estoy
Resumiendo
Si me llamas voy
Resumiendo
No me hagas hablar

Resumiendo, esto no es un arreglo floral por tu santo
Solo sombras que en noches de insomnio me alfombran el canto
Sobre nuestras cabezas silbaban calumnias, payolas
Mano a mano las fuimos driblando a puertita gayola

Hace siglos que quiero enviarte palomas de humo
Antes de que carcoma el invierno la culpa que asumo
Ten a bien recibir de mi parte un abrazo de amigo
Cuando estalle la guerra estaré en la trinchera contigo

Resumiendo
Sin voto y sin voz
Resumiendo
Que se pasa el arroz
Resumiendo
Dos bises y amén

Resumiendo que tengo un cajón de la firma Pandora…

Resumiendo
Que te tengo ley
Resumiendo
Y nos dieron las seis
Resumiendo
Sin exagerar

Una noche te vimos con Tola bajar la escalera
Yo rompía una copa y Javier destrozaba La Hoguera

Resumiendo
Que me grita el escenario ven
Resumiendo
Pido un empujón, no te das cuen
Resumiendo
Que vomito con la televisión
Resumiendo
Me hace falta un polvo un buen rock and roll
Resumiendo
Nos veremos cuando se ponga el sol…"
210,Joaquín Sabina,Ruleta rusa,"Ring, ring, ring",
211,Joaquín Sabina,Inventario,Romance de la Gentil Dama y el Rústico Pastor,
212,Joaquín Sabina,,Rosa de Lima,"Jimena tuvo un sueño el martes que viene
Rodando por peldaños de caracol
Desembocó en un laberinto de andenes
Diciendo adiós a los trenes
Que pierdo yo
Jimena tiene un master en desengaños
Jimena es una mina antipersonal
Se acuerda de quererme cada dos años
Mientras yo me las apaño
Para olvidar
Jimena no traiciona por treinta lucas
Y en vez de silicona bajo el jersey
Tiene un jardín con dos terrones de azúcar
Y un potpurrí de Chabuca
Con J.J.Cale
Rosa de Lima, prima lejana
Lengua de gato, bicarbonato de porcelana
Dolor de muelas, pan de centeno
Hasta las suelas de mis zapatos te hechan de menos
Prenda de abrigo, ven, vente conmigo
Jimena no deshoja las margaritas
Por miedo a que le digan que sí
Cuando se le atragantan mis nochecitas
Le canta las mañanitas
El rey David
Los dioses que me quitan los pies del suelo
Planchan su camisita y su canesú
Su nikon, su abanico de terciopelo
Su bolsa de caramelos
Y su rithm and blues

Maldito cruzigrama, maldito Bryce
Se mueren los botones de mis pijamas
Desde que nadie me llama
Supay, supay
Rosa de Lima, prima lejana
Lengua de gato, bicarbonato de porcelana
Dolor de muelas, pan de centeno
Hasta las suelas de mis zapatos te hechan de menos
Prenda de abrigo, ven, vente conmigo"
213,Joaquín Sabina,,Rubia de la cuarta fila,"Virus de la madrugada...cuento de hadas ..grupie de mtv..
La balada despeinada..esta noche te la debo a ti..
Rubia de la cuarta fila crece lo que tengas que crecer..jugo de humo..con tequila..cambio mis arrugas por tu acne...
En la tiza de tus ojos hay cenizas de naranjo en flor y pabesas del rastrojo...del amor..larara..larara..
En mi traje viejo caben casi casi todos los demas...los que suben ..los que saben..los que duele..los que huelen mal..mis plegarias mi ruleta rusa..una musa un cuarto de alquiler..2 españas 7 besos de mujer...
Rubia de la cuarta fila...hablame de tu portate mal..cartoncito de manila... con un piercing rojo en ojal...cuelgate de quien te quiera..no te mueras mas que por amor...cuando yo tenia tu edad..era mayor...lararara larara..
Me pidieron que improvise y en los bises te mande un bombi..los veranos son tan grises..los otoños son los de violin...y que salga el sol por alhazziras..y la media luna por bagdad..y los sueños sean mentiras..de verdad...rubia de la cuarta fila..carterita para el buen ladron...lagrimon de cocodrila..juego de dalila con sanson...no le cierres la ventana a la aurora que rompe el cristal..que el ahora es el principio del final...rubia de la cuarta fila..2 pupilas que me tratan bien..rubia de la cuarta fila... descarrilame el ultimo tren...rubia de la cuarta fila...tragamberras de mi vanidad...rubia de la cuarta fila... clorofila de la soledad......larara larara"
214,Joaquín Sabina,Esta boca es mía,Ruido,"[Letra de ""Ruido""]

Ella le pidió que la llevara al fin de mundo
Él puso a su nombre todas las olas del mar
Se miraron un segundo
Como dos desconocidos

Todas las ciudades eran pocas a sus ojos
Ella quiso barcos y él no supo qué pescar
Y al final números rojos
En la cuenta del olvido
Y hubo tanto ruido
Que al final llegó el final

Mucho, mucho ruido
Ruido de ventanas
Nidos de manzanas
Que se acaban por pudrir
Mucho, mucho ruido
Tanto, tanto ruido
Tanto ruido y al final
Por fin el fin
Tanto ruido y al final...

Hubo un accidente, se perdieron las postales
Quiso Carnavales y encontró fatalidad
Porque todos los finales
Son el mismo repetido
Y con tanto ruido
No escucharon el final

Descubrieron que los besos no sabían a nada
Hubo una epidemia de tristeza en la ciudad
Se borraron las pisadas
Se apagaron los latidos
Y con tanto ruido
No se oyó el ruido del mar

Mucho, mucho ruido
Ruido de tijeras
Ruido de escaleras
Que se acaban por bajar
Mucho, mucho ruido
Tanto, tanto ruido
Tanto ruido y al final...
Tanto ruido y al final...
Tanto ruido y al final
La soledad

Ruido de tenazas
Ruido de estaciones
Ruido de amenazas
Ruido de escorpiones
Tanto, tanto ruido

Ruido de abogados
Ruido compartido
Ruido envenenado
Demasiado ruido

Ruido platos rotos
Ruido años perdidos
Ruido viejas fotos
Ruido empedernido

Ruido de cristales
Ruido de gemidos
Ruidos animales
Contagioso ruido

Ruido mentiroso
Ruido entrometido
Ruido escandaloso
Silencioso ruido

Ruido acomplejado
Ruido introvertido
Ruido del pasado
Desgastado ruido

Ruido de conjuros
Ruido malnacido
Ruido tan oscuro
Puro y duro ruido

Ruido qué me has hecho
Ruido yo no he sido
Ruido insatisfecho
Ruido a qué has venido

Ruido como sables
Ruido enloquecido
Ruido intolerable
Ruido incomprendido

Ruido de frenazos
Ruido sin sentido
Ruido de arañazos
Ruido, ruido, ruido"
215,Joaquín Sabina,"Yo, mí, me, contigo",Seis de la manana,
216,Joaquín Sabina,Alivio de luto,Seis tequilas,
217,Joaquín Sabina,Dímelo en la calle,Semos Diferentes,"[Letra de ""Semos Diferentes""]

[Verso 1: Joaquín Sabina & Torrente]
Después de limpiar de escoria
La fachada, del confort del ciudadano
Apatrullando una calle desconchada
Por Fumanchús y otomanos
Pa' luego es tarde
Ábrete una temporada
Le sopló un ciego vidente

Y me empadroné en Marbella
En una suite de una estrella
Con mi palillo de dientes
Vacilando de costa'o
Donde corta el bacalao
La Jet Set del delincuente

Donde los jeques
Blanquean los cheques del petrodólar
Y marean a don Quijote
Con un lingote de Pepsi-cola
Sin KGB's en la CIA
Sobran espías (Y por consiguientes)
James Bond se ve obsoleto
Ningún servicio secreto
Contrata agentes como Torrente (Presente)

[Coro: Joaquín Sabina & Torrente]
En ""Estrocolmos"" y en Canadá
En Cannes y en Bogotá
Si pides tapa en un bar
Te llaman demente
En Malasañas y en Washington
En San Remos y en Hong-Kong
Mi Atleti, mi España y yo
Semos diferentes

Lo digo como lo bailo
Ha Ha, y tal y tal

[Verso 2: Torrente & Joaquín Sabina]
Me beneficiaba a todas
Y ninguna se quejó
De malos tratos (he he)
La Interpol y los niñatos de la tuna
Me ilustraban los zapatos

Si a ratos me puso cuernos la fortuna
Fue de forma fraudulenta
La patria es una fulana
Menos mi madre y mi hermana
No hay coño que no esté en venta

Me cago en los detectives
Americanos que viven
En Hollywood de las rentas
Donde los reyes
Más Golding Mayer de la baraja
Chulean a Mortadelo
Con crecepelo de las rebajas
El niño de Scotland Yard
Torea regular
Y por consiguientes
Sherlock Holmes, se acompleja
Para cortar las orejas
Hay que tenerlos como Torrente (Cuadra'os)

[Coro: Joaquín Sabina & Torrente]
En Acapulco y en Estoril
En Marrakech y en Dublín
Hay más estrés que en Madrid
Y menos ambiente
(En Montecarlo, en Honolulú
En Yakarta y en Moscú)
Les falta un Puerto Banús
Semos diferentes

[Verso 3: Torrente & Joaquín Sabina]
Lo dice Torrente
Que es un servidor
Que a las Mata Hari's
Les hace una foto
Les vende una moto
Les birla el reló
Pregúntale al Fary
Y al Toni Leblanc
Que son ""number ones""
De los clubs de fanes
En plan virtual

Porque me lo monto
Sin poner el cazo
Me llaman
El brazo tonto de la ley
Dos y dos son cinco (te la hinco)
Menos una seis
Y to's los dj's
Del mundo mundial
Me dicen chapeau
Porque ya lo veis (y tal y tal)
Sigo siendo el rey (demostración)
Sigo siendo el rey (y tal y tal)

[Outro: Torrente]
Por si quedaba alguna duda
Torrente pa' España, pa'l mundo
Bueno vámono' venga ¿Y este quien es?
Ya no queda nadie
Sigo siendo el rey"
218,Joaquín Sabina,Esta boca es mía,Siete Crisantemos,
219,Joaquín Sabina,Lo Niego Todo,Sin Pena Ni Gloria,
220,Joaquín Sabina,Inventario,Tango del Quinielista,"[Letra de ""Tango del Quinielista""]

Esta es la historia de un hombre cualquiera
Que una tarde marchita de domingo
Pegado al transistor
Sufre y espera que den
El resultado del partido

Suena un tango que aflora
Entre las equis
Los unos y los doses traicioneros
¿Debí colocan? que con más clase
Sin embargo ha perdido
Demoliendo tanta terca ilusión
Dinamitando tantas torres de naipes
Tantos sueños del quinielista
Pobre que tendrá
Que volver a la fábrica de nuevo
El lunes a las ocho
Como cada semana renunciando
De momento a la entrada del piso
Y a la boda por culpa de un balón
Y un portero de un penalti cabrón
Y de un defensa
Por culpa de un maldito delantero

Desengaños
Que asaltan las murallas del invierno
Cuando se va la tarde del domingo
Y no le queda al hombre más consuelo
Que esperar el vaivén de la fortuna
Rescatar del baúl el traje nuevo
Ir con la novia al cine donde explorar
Con inútil pasión sus blandos senos
Y mientras Marlon Brando en la pantalla
Baila un tango en París
Vuelve el recuerdo del árbitro traidor
Cómo es posible que un penalti deshaga
Tantos sueños

Y a las ocho
Se acostarán por fin en aquel viejo
Cuartucho de pensión
La misma cama de la manta amarilla
El mismo miedo a manchar el colchón
Donde abandonan, arrugado
Son los últimos esfuerzos
De la tarde marchita de domingo
Que abre la oscura puerta del silencio
Como una mano blanda y taciturna
Cuando los verdes dedos del invierno
Hayan ido cerrándose cansados
Sucios, ajados, turbios, polvorientos
Hasta llenar de frío las papeleras
Donde agoniza el corazón
Del tiempo"
221,Joaquín Sabina,"Yo, mí, me, contigo",Tan joven y tan viejo,"[Letra de ""Tan joven y tan viejo""]

Lo primero que quise fue marcharme bien lejos;
En el álbum de cromos de la resignación
Pegábamos los niños que odiaban los espejos
Guantes de Rita Hayworth, calles de Nueva York

Apenas vi que un ojo me guiñaba la vida
Le pedí que a su antojo dispusiera de mí
Ella me dio las llaves de la ciudad prohibida
Yo, todo lo que tengo, que es nada, se lo dí

Así crecí volando y volé tan deprisa
Que hasta mi propia sombra de vista me perdió
Para borrar mis huellas destrocé mi camisa
Confundí con estrellas las luces de neón

Hice trampas al póker, defraudé a mis amigos
Sobre el banco de un parque dormí como un lirón;
Por decir lo que pienso sin pensar lo que digo
Más de un beso me dieron (y más de un bofetón)

Lo que sé del olvido lo aprendí de la luna
Lo que sé del pecado lo tuve que buscar
Como un ladrón debajo de la falda de alguna
De cuyo nombre ahora no me quiero acordar

Así que, de momento, nada de adiós muchachos
Me duermo en los entierros de mi generación;
Cada noche me invento, todavía me emborracho;
Tan joven y tan viejo, like a rolling stone"
222,Joaquín Sabina,Ruleta rusa,Telespañolito,"[Letra de ""Telespañolito""]

Que no te mire dice el psicoanalista
Sólo gozan contigo los masoquistas
Mi fiel amante y pobre televisor
Aunque nadie te cante te canto yo

Iñigo sin bigote Patín con gripe
Para cambios profundos los de Felipe
Lola en bata de cola y un servidor
A punto de escupirle al televisor

[Estribillo]
Teleespañolito, que ves la tele, te guarde Dios
Uno de los dos canales ha de helarte el corazón

Pasé de logaritmos y de Cervantes
Y me vine a Madrid para ser cantante
Pero como cantaba con intención
Tres rombos le colgaban a mi canción

Lamento que el programa que más me guste
Sea ese que se llama ""Carta de Ajuste""
Aunque algunos se empeñen en afirmar
Que ""Despedida y Cierre"" conecta más

[Estribillo]
Teleespañolito, que ves la tele, te guarde Dios
Uno de los dos canales ha de helarte el corazón

Arrecian desde Roma las reprimendas
En dirección a nuestras partes pudendas
Se olvidan de que el sexo no hace ilusión
Más que si va seguido de excomunión

Me siento como un mudo cantando a sordos
Ya lo dice Petete del libro gordo
Del aborto y la Lode mejor no hablar
Si con la Iglesia no te quieres topar

[Estribillo]
Teleespañolito, que ves la tele, te guarde Dios
Uno de los dos canales ha de helarte el corazón

El gobierno ""Si Yo fuera Presidente""
No dudaría tanto en hincarle el diente
Al ruido de sables que hay cada vez
Que se cruzan los cables del coronel

Que dejen de tomarnos por subnormales
Que dejen de tocarnos lo genitales
Que nos cuenten las cosas tal como son
Que suba el Pirulí la imaginación

[Estribillo]
Teleespañolito, que ves la tele, te guarde Dios
Uno de los dos canales ha de helarte el corazón"
223,Joaquín Sabina,,Tiempo Después,"[Letra de ""Tiempo Después""]

[Verso 1]
Nunca gana el ganador
Siempre pierde el perdedor
Brama en su trono el rey de bastos
Víctima del desamor
Eva deshoja la flor
Roja de su corazón
Y alrededor del fortín
Se cuece el motín
De la desesperación

[Verso 2]
Ver bajo del cielo gris
Ni abeja, ni colibrí
No queda más que una pareja
Una de la guardia civil
Desde que se ha muerto el mar
La vida no tiene sal
Y reina un orden letal
Sin risa ni azar
Ni ganas de volver a blasfemar

[Coro]
Tiempo después de amanecer
La cosa está más negra que antes de ayer
Se marchitó pronto el limón
Del limonero de la revolución
À les enfants de la patrie
Ya no nos queda ni siquiera París
Se raya el sol y el botellón
De los piojosos firma la rendición

[Verso 3]
Servidumbre y jerarquía
Pan de ayer y sopa fría
Vacuna contra la primera
Muera la melancolía
Lorca, Payer o Rubén
No me preguntes por qué
Sobrevive su voz
Como un grano de arroz
En el corral de la crueldad de Dios

[Coro]
Tiempo después de amanecer
La cosa está más negra que antes de ayer
Se enveneno pronto el limón
Del limonero de la revolución
Y en el bardío se vende un río
De agüita amarga empaquetado al vacío
Se raya el sol y el botellón
De los piojosos firma la rendición"
224,Joaquín Sabina,Vinagre y rosas,Tiramisú de Limón,"[Letra de ""Tiramisú de Limón""]

Hice un solo desafinado
Con las cenizas del amor
Las verbenas del pasado
Gangrenan el corazón

Acórtate la falda nueva
Despiértate al oscurecer
Túmbate al sol cuando llueva
No desordenes mi taller

Tiramisú de limón
Helado de aguardiente
Muñequita de salón
Tanguita de serpiente

De madrugada y por la puerta de servicios
Me pasabas el hachís
Al borde del precipicio
Jugábamos a Thelma y Louise

Pero esta noche estrena libertad un preso
Desde que no eres mi juez
Tu vudú ya pincha en hueso
Tu saque se enredó en red

Tiramisu de limón
Helado de aguardiente
Puritana de salón
Tanguita de serpiente

Dónde crees que vas
Qué te parece que soy
No mires atrás
Que ya no estoy

Pero dónde crees que vas
Qué te parece que soy
Si miras atrás
Mañana es hoy

Dónde crees que vas
Qué te parece que soy
Puede que quizás
Luego sea hoy

Nena dónde crees que vas
Que te parece que soy
No mires atrás
Que ya me voy

Que sepas que el final no empieza hoy"
225,Joaquín Sabina,,Todavía una canción de amor,"No te fíes si te juro que es imposible
No dudes de mi duda y mi quizás
El amor es igual que un imperdible
Perdido en la solapa del azar
La luna toma el sol de madrugada
Nunca jamás quiere decir tal vez
La muerte es un amante despechada
Que juega sucio y no sabe perder
Estoy tratando de decirte que
Me desespero de esperarte
Que no salgo a buscarte porque se
Que corro el riesgo de encontrarte
Que me sigo mordiendo noche y día
Las uñas del rencor
Que te sigo debiendo todavía
Una canción de amor
No corras si te llamo de repente
No te vayas si te grito piérdete
A menudo los labios más urgentes
No tienen prisa dos besos después
Se aferra el corazón a lo perdido
Los ojos que no ven miran mejor
Cantar es disparar contra el olvido
Vivir sin ti es dormir en la estación"
