file_name,description,documentation,chapter
m08023b,"Germany Employed Members of Sickness Societies, Male and Female 01/1914-03/1920","VAR 0432      08023 EMP SOCI R 914-920               MD= 1E-37
REF 0432         LOC 1122 WIDTH  9             DK  18 COL 71-79
EXP DEC=  1

EMPLOYED MEMBERS OF SICKNESS SOCIETIES, MALE AND FEMALE
-------------------------------------------------------

NBER SERIES:  08023
AREA COVERED:  GERMANY
UNITS:  MAY 31ST, 1914=100
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1914-03/1920
SEASONAL ADJUSTMENT:  NONE
SOURCE:  REICHSARBEITSBLATT, 1920, PP.23 AND 592 UNDER
""MITGLIEDERBERVEGNUNG BIE DEN KRANKENKASSEN"".

NOTES:  SERIES 08023 IS PRESENTED HERE AS SIX
VARIABLES--(1)--ORIGINAL DATA, 1904-1913 (2)--ORIGINAL DATA,
1914-1920, (3)--ORIGINAL DATA, 1924-1929 (4)--ORIGINAL DATA,
1924-1929 (5)--ORIGINAL DATA, 1928-1934 (6)--ORIGINAL DATA,
1928-1934.
THE SIX VARIABLES IN THIS SERIES ARE BROKEN DOWN AS
FOLLOWS:  1904-1913 DATA ARE ON A DECEMBER 31, 1904 BASE OF
100.  1914-1920 DATA ARE ON A BASE OF MAY 31, 1914=100.  THE
DATA FOR 1924-1929 WERE CONVERTED BY NBER TO A BASE OF
1928=100 FROM AN ORIGINAL INDEX BASED ON DECEMBER 31,
1924=100.  THE 1924-1929 DATA ARE ALSO PRESENTED AS BASED ON
THE ORIGINAL DECEMBER DATE.  THE 1928-1934 DATA ARE
PRESENTED AS ORIGINALLY GIVEN, IN MILLIONS OF MEMBERS.
HOWEVER, THE NBER HAS ALSO CONVERTED THAT ORIGINAL DATA TO
AN INDEX BASED ON 1928=100.
THESE DATA WERE ORIGINALLY GIVEN AS FIRST OF MONTH
DATA.  HERE THEY WERE PLACED AT THE END OF THE MONTH BY
NBER.
DATA ARE FOR ALL EMPLOYMENT.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08023c,"Germany Employed Members of Sickness Societies, Male and Female 01/1925-12/1929","VAR 0433      08023 EMP SOCI R 924-929               MD= 1E-37
REF 0433         LOC 1131 WIDTH  9             DK  19 COL 17-25
EXP DEC=  1

EMPLOYED MEMBERS OF SICKNESS SOCIETIES, MALE AND FEMALE
-------------------------------------------------------

NBER SERIES:  08023
AREA COVERED:  GERMANY
UNITS:  DECEMBER 31ST, 1924=100 (JANUARY 1ST, 1925=100)
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1925-12/1929
SEASONAL ADJUSTMENT:  NONE
SOURCE:  REICHSARBEITSBLATT, 1928, II, P.135 UNDER
""BESCHAPTIGUNSGRAD"" AND SUCCEEDING BEILAGES.

NOTES:  SERIES 08023 IS PRESENTED HERE AS SIX
VARIABLES--(1)--ORIGINAL DATA, 1904-1913 (2)--ORIGINAL DATA,
1914-1920, (3)--ORIGINAL DATA, 1924-1929 (4)--ORIGINAL DATA,
1924-1929 (5)--ORIGINAL DATA, 1928-1934 (6)--ORIGINAL DATA,
1928-1934.
THE SIX VARIABLES IN THIS SERIES ARE BROKEN DOWN AS
FOLLOWS:  1904-1913 DATA ARE ON A DECEMBER 31, 1904 BASE OF
100.  1914-1920 DATA ARE ON A BASE OF MAY 31, 1914=100.  THE
DATA FOR 1924-1929 WERE CONVERTED BY NBER TO A BASE OF
1928=100 FROM AN ORIGINAL INDEX BASED ON DECEMBER 31,
1924=100.  THE 1924-1929 DATA ARE ALSO PRESENTED AS BASED ON
THE ORIGINAL DECEMBER DATE.  THE 1928-1934 DATA ARE
PRESENTED AS ORIGINALLY GIVEN, IN MILLIONS OF MEMBERS.
HOWEVER, THE NBER HAS ALSO CONVERTED THAT ORIGINAL DATA TO
AN INDEX BASED ON 1928=100.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08023d,"Germany Employed Members of Sickness Societies, Male and Female 12/1924-12/1929","VAR 0434      08023 EMP SOCI S 924-929               MD= 1E-37
REF 0434         LOC 1140 WIDTH  9             DK  19 COL 26-34
EXP DEC=  1

EMPLOYED MEMBERS OF SICKNESS SOCIETIES, MALE AND FEMALE
-------------------------------------------------------

NBER SERIES:  08023
AREA COVERED:  GERMANY
UNITS:  1928=100
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  12/1924-12/1929
SEASONAL ADJUSTMENT:  NONE
SOURCE:  REICHSARBEITSBLATT, 1928, II, P.135 UNDER
""BESCHAPTIGUNSGRAD"" AND FOLLOWING BEILAGES.

NOTES:  SERIES 08023 IS PRESENTED HERE AS SIX
VARIABLES--(1)--ORIGINAL DATA, 1904-1913 (2)--ORIGINAL DATA,
1914-1920, (3)--ORIGINAL DATA, 1924-1929 (4)--ORIGINAL DATA,
1924-1929 (5)--ORIGINAL DATA, 1928-1934 (6)--ORIGINAL DATA,
1928-1934.
THE SIX VARIABLES IN THIS SERIES ARE BROKEN DOWN AS
FOLLOWS:  1904-1913 DATA ARE ON A DECEMBER 31, 1904 BASE OF
100.  1914-1920 DATA ARE ON A BASE OF MAY 31, 1914=100.  THE
DATA FOR 1924-1929 WERE CONVERTED BY NBER TO A BASE OF
1928=100 FROM AN ORIGINAL INDEX BASED ON DECEMBER 31,
1924=100.  THE 1924-1929 DATA ARE ALSO PRESENTED AS BASED ON
THE ORIGINAL DECEMBER DATE.  THE 1928-1934 DATA ARE
PRESENTED AS ORIGINALLY GIVEN, IN MILLIONS OF MEMBERS.
HOWEVER, THE NBER HAS ALSO CONVERTED THAT ORIGINAL DATA TO
AN INDEX BASED ON 1928=100.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08023e,"Germany Employed Members of Sickness Societies, Male and Female 01/1928-10/1934","VAR 0435      08023 EMP SOCI R 928-934               MD= 1E-37
REF 0435         LOC 1149 WIDTH  9             DK  19 COL 35-43
EXP DEC=  1

EMPLOYED MEMBERS OF SICKNESS SOCIETIES, MALE AND FEMALE
-------------------------------------------------------

NBER SERIES:  08023
AREA COVERED:  GERMANY
UNITS:  MILLIONS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1928-10/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  REICHSARBEITSBLATT, BEILAGE NO, 1932, P.6 AND
FOLLOWING YEARS' BEILAGES, DIE BESCHAFTIGEN, NACH DER
MONATSSTATISTIK DER KRANKENKASSEN.
DATA ARE END OF MONTH.

CHECKED MANUALLY; CORRECTED 2/21/94.

",08
m08023f,"Germany Employed Members of Sickness Societies, Male and Female 01/1928-12/1934","VAR 0436      08023 EMP SOCI S 928-934               MD= 1E-37
REF 0436         LOC 1158 WIDTH  9             DK  19 COL 44-52
EXP DEC=  1

EMPLOYED MEMBERS OF SICKNESS SOCIETIES, MALE AND FEMALE
-------------------------------------------------------

NBER SERIES:  08023
AREA COVERED:  GERMANY
UNITS:  1928=100
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1928-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  REICHSARBEITSBLATT, BEILAGE NO. 10, 1932, P.6 AND
FOLLOWING YEARS' BEILAGES.

NOTES:  SERIES 08023 IS PRESENTED HERE AS SIX
VARIABLES--(1)--ORIGINAL DATA, 1904-1913 (2)--ORIGINAL DATA,
1914-1920, (3)--ORIGINAL DATA, 1924-1929 (4)--ORIGINAL DATA,
1924-1929 (5)--ORIGINAL DATA, 1928-1934 (6)--ORIGINAL DATA,
1928-1934.
THE SIX VARIABLES IN THIS SERIES ARE BROKEN DOWN AS
FOLLOWS:  1904-1913 DATA ARE ON A DECEMBER 31, 1904 BASE OF
100.  1914-1920 DATA ARE ON A BASE OF MAY 31, 1914=100.  THE
DATA FOR 1924-1929 WERE CONVERTED BY NBER TO A BASE OF
1928=100 FROM AN ORIGINAL INDEX BASED ON DECEMBER 31,
1924=100.  THE 1924-1929 DATA ARE ALSO PRESENTED AS BASED ON
THE ORIGINAL DECEMBER DATE.  THE 1928-1934 DATA ARE
PRESENTED AS ORIGINALLY GIVEN, IN MILLIONS OF MEMBERS.
HOWEVER, THE NBER HAS ALSO CONVERTED THAT ORIGINAL DATA TO
AN INDEX BASED ON 1928=100.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08024a,"France Percentage Unemployed Among Trade Union Members THIRD, 1897 - FOURTH, 1899 06/1897-12/1899","VAR 0762      08204 AGE ING 3R 897-914               MD= 1E-37
REF 0762         LOC 1419 WIDTH  9             DK  23 COL 35-43
EXP DEC=  1

PERCENTAGE UNEMPLOYED AMONG TRADE UNION MEMBERS
-----------------------------------------------

NBER SERIES:  08024
AREA COVERED:  FRANCE
UNITS:  PER CENT
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  THIRD, 1897 - FOURTH, 1899
MONTHLY COVERAGE:  06/1897-12/1899
SEASONAL ADJUSTMENT:  NONE
SOURCE:  1897-1901 DATA ARE FROM BULLETIN DU MINISTERE DU
TRAVAIL, 1902 P. 450; 1900-1914 DATA ARE FROM JOURNAL DE LA
SOCIETE DE STATISTIQUE DE PARIS, FEBRUARY, 1929, PP. 80-83.

NOTES:  THESE SERIES EXCLUDES THE MINERS OF PAS DE CALAIS
AND NORD WHO DID NOT REPORT REGULARLY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",08
m08024aa,"France Coefficient of Placement Index, Seasonally Adjusted 01/1920-02/1938","VAR 0789      08024 COEF ID 3S 920-938               MD= 1E-37
REF 0789         LOC 1662 WIDTH  9             DK  27 COL 26-34
EXP DEC=  2

COEFFICIENT OF PLACEMENT INDEX, SEASONALLY ADJUSTED
---------------------------------------------------

NBER SERIES:  08024A
AREA COVERED:  FRANCE
UNITS:  1926=100
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1920-02/1938
SEASONAL ADJUSTMENT:  SEASONALLY ADJUSTED BY SOURCE
SOURCE:  MINISTIRE DE TRAVAIL, STATISTIQUE GENERALE, FOR
1920-1931 DATA: INDICES DE GENERAUX DE MOVEMENT DE
ECONOMIQUE DE FRANCE, 1931, PP. 103, 156; FOR 1932-1938
DATA: BULLETIN DE STATISTIQUE GENERALE.

NOTES:  DATA REPRESENT THE RATIO OF THE NUMBER OF PLACEMENTS
TO UNFILLED APPLICATIONS, ON A 1926=100 BASE, ADJUSTED FOR
SEASON. ALLOWANCE WAS MADE FOR A CHANGE IN THE RATIO
CONSTRUCTION IN FEBRUARY, 1927 THAT THEREAFTER INCLUDED
AIDED UNEMPLOYED WITH UNFILLED APPLICATIONS. IN 1928 THIS
CHANGE WAS MODIFIED BY ADJUSTING FOR A THREE MONTH MOVING
AVERAGE.
FOREIGN LABOR, WHICH FRANCE PURPOSELY IMPORTED, IS
COVERED BY THE DATA.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08024b,"France Percentage Unemployed Among Trade Union Members, Seasonally Adjusted FIRST, 1900 - SECOND, 1914 06/1897-07/1914","VAR 0763      08204 AGE ING 3S 897-899               MD= 1E-37
REF 0763         LOC 1428 WIDTH  9             DK  23 COL 44-52
EXP DEC=  1

PERCENTAGE UNEMPLOYED AMONG TRADE UNION MEMBERS, SEASONALLY
ADJUSTED
-----------------------------------------------------------

NBER SERIES:  08024
AREA COVERED:  FRANCE
UNITS:  PER CENT
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  FIRST, 1900 - SECOND, 1914
MONTHLY COVERAGE:  06/1897-07/1914
SEASONAL ADJUSTMENT:  SEASONALLY ADJUSTED BY SOURCE (SEE
NOTE BELOW)
SOURCE:  1897-1901 DATA ARE FROM BULLETIN DU MINISTERE DU
TRAVAIL, 1902 P. 450; 1900-1914 DATA ARE FROM JOURNAL DE LA
SOCIETE DE STATISTIQUE DE PARIS, FEBRUARY, 1929, PP. 80-83

NOTES:  THESE SERIES EXCLUDES THE MINERS OF PAS DE CALAIS
AND NORD WHO DID NOT REPORT REGULARLY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08025,"U.S. Registrations For Positions, Free Employment Office 08/1920-12/1935","VAR 0773      08025 FREE OF 3R 920-935               MD= 1E-37
REF 0773         LOC 1518 WIDTH  9             DK  24 COL 71-79


REGISTRATIONS FOR POSITIONS, FREE EMPLOYMENT OFFICE
---------------------------------------------------

NBER SERIES:  08025
AREA COVERED:  U.S.--ILLINOIS
UNITS:  NUMBER OF REGISTRATIONS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  08/1920-12/1935
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ILLINOIS DEPARTMENT OF LABOR, THE LABOR BULLETIN
(CALLED THE EMPLOYMENT BULLETIN BEFORE JULY, 1923) EXCEPT
FOR 1933 DATA WHICH IS DIRECT FROM THE ILLINOIS STATE
EMPLOYMENT SERVICE (THE LABOR BULLETIN CEASED PUBLICATION
FROM FEBRUARY, 1933-DECEMBER, 1934).

NOTES:  THE ENOMOROUS RISE IN AUGUST, 1933 IS ATTRIBUTABLE
TO PREMATURE ANNOUNCEMENT OF THE CWA PROGRAM. IT WAS NOT
SUSTAINED IN FOLLOWING MONTHS AS SUPPLEMENTARY ANNOUNCEMENTS
OF THE PROGRAM'S DELAY DISCOURAGED REGISTRATION.
BEGINNING NOVEMBER, 1933, DATA INCLUDE APPLICANTS
REGISTERED FOR CWA, PWA, AND OTHER GOVERNMENTAL PROGRAMS,
EXCLUDING COOK COUNTY. THE INCREASE IN MARCH-APRIL, 1934 IS
DUE TO THE DEMOBILIZATION OF CWA. THE INCREASE IN OCTOBER
1934 REFLECTS THE DRIVE TO REGISTER APPLICANTS BY THE RELIEF
COMMISSION AND THE STATE EMPLOYMENT SERVICE.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08026,"U.S. Positions Open, Illinois Free Employment Offices 08/1920-12/1934","VAR 0783      08026 ILLINI  3R 920-934               MD= 1E-37
REF 0783         LOC 1608 WIDTH  9             DK  26 COL 35-43


POSITIONS OPEN, ILLINOIS FREE EMPLOYMENT OFFICES
------------------------------------------------

NBER SERIES:  08026
AREA COVERED:  U.S.--ILLINOIS
UNITS:  NUMBER OF POSITIONS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  08/1920-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ILLINOIS DEPARTMENT OF LABOR, THE LABOR BULLETIN
(CALLED THE EMPLOYMENT BULLETIN BEFORE JULY, 1923), EXCEPT
DATA FOR 1933 WHICH WAS FURNISHED DIRECTLY FROM THE ILLINOIS
STATE EMPLOYMENT SERVICE, BECAUSE THE LABOR BULLETIN CEASED
PUBLICATION FROM FEBRUARY, 1933-DECEMBER, 1934.

NOTES:  DATA COVER MALES AND FEMALES. IN SEPTEMBER, 1932 THE
SERIES NAME IN THE SOURCE CHANGES FROM""HELP WANTED"" TO
""POSITIONS OPEN"". 1932 DATA INCLUDES ""RELIEF"" OPENINGS NOT
AVAILABLE SEPERATELY.
THE VAST INCREASE IN DECEMBER, 1933 IS THE RESULT OF
THE OPENING OF CIVIL WORKS ADMINISTRATION AND OTHER
GOVERNMENT POSITIONS, WITH COOK COUNTY EXCLUDED.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08027,U.S. Labor Market Index 01/1920-12/1934,"VAR 0775      08027 LAB MKT 3R 920-934               MD= 1E-37
REF 0775         LOC 1536 WIDTH  9             DK  25 COL 26-34


LABOR MARKET INDEX
------------------

NBER SERIES:  08027
AREA COVERED:  U.S.--ILLINOIS
UNITS:  APPLICANTS PER 100 POSITIONS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1920-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ILLINOIS DEPARTMENT OF LABOR, DATA IS FROM THE
LABOR BULLETIN, JANUARY, 1933 AND FEBRUARY, 1935 (CALLED THE
EMPLOYMENT BULLETIN BEFORE JULY, 1923) EXCEPT DATA FOR 1933
WHICH WERE FURNISHED DIRECTLY FROM THE ILLINOIS STATE
EMPLOYMENT SERVICE BECAUSE THE LABOR BULLETIN CEASED
PUBLICATION FROM FEBRUARY, 1933-DECEMBER, 1934.

NOTES:  DATA REFER TO THE NUMBER OF APPLICANTS PER 100
POSITIONS AT THE FREE EMPLOYMENT OFFICES IN ILLINOIS. 1934
DATA WERE NOT GIVEN DIRECTLY, BUT WERE COMPUTED BY NBER FROM
DATA IN THE LABOR BULLETIN OF FEBRUARY, 1935. BEGINNING IN
1934, CWA, PWA, AND OTHER GOVERNMENTAL APPLICATIONS AND
POSITIONS ARE INCLUDED, EXCEPT IN COOK COUNTY. THE
DEMOBILIZATION OF THE CWA CAUSED THE GREAT RISE IN
APPLICANTS IN MARCH-APRIL, 1934. THE INCREASE IN OCTOBER,
1934 IS THE RESULT OF A CONCENTRATED DRIVE BY THE EMPLOYMENT
SERVICE AND RELIEF COMMISSION TO OBTAIN REGISTRATIONS.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",08
m08028,"Germany Male Applicants Per Hundred Positions 01/1896-07/1914,01/1915-09/1934","VAR 0777      08028 MLE HUN 3R 896-934               MD= 1E-37
REF 0777         LOC 1554 WIDTH  9             DK  25 COL 44-52


MALE APPLICANTS PER HUNDRED POSITIONS
-------------------------------------

NBER SERIES:  08028
AREA COVERED:  GERMANY
UNITS:  NUMBER OF APPLICANTS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1896-07/1914,01/1915-09/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR JANUARY-AUGUST, 1896 IS FROM JAHRBUCHER
FUR NATIONALAKONOMIE, FOLGE 3, 1898, P.301; DATA FOR
SEPTEMBER, 1896-1906 IS FROM DER ARBEITSMARKT, VERBANDES
DEUTSCHER ARBEITSNACHWEISE; FOR 1907-1934 FROM
REICHSARBEITSBLATT.

NOTES:  DATA FOR JANUARY-AUGUST, 1896 ARE COMPARABLE DATA
FOR 38 AGENCIES, COMPUTED BY DR. J. JASTROW. DATA FOR
SEPTEMBER, 1896-AUGUST, 1897 ARE THE SIMPLE AVERAGE OF
JASTROW'S FIGURES FOR 38 AGENCIES AND DATA FROM DER
ARBEITSMARKT. DATA FOR SEPTEMBER, 1897-1906 ARE THE SIMPLE
AVERAGE OF FIGURES AS PUBLISHED IN DER ARBEITSMARKT -- THE
AVERAGE OF THE FIRST AND SECOND PUBLICATIONS FOR ANY MONTH,
WHICH DIFFER IN THE NUMBER OF AGENCIES REPORTING.
DATA FROM REICHSARBEITSBLATT ARE PUBLISHED IN THE TABLE
ENTITLED""DIE VERMITTELUNGSTATIGKEIT DER ARBEITSNACHWEISE,
AUF 100 AFFENE STELLEN, M.""
BEGINNING IN 1930 DATA WAS COMPUTED BY NBER. DATA FOR
JULY AND AUGUST, 1933 WERE INTERPOLATED.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08029a,"U.S. Average Hours of Work Per Week, Manufacturing Industries, Total Wage Earners, Nicb 06/1920-12/1921, 07/1922-07/1948","VAR 0626      08029 MANU ID 3R 920-948               MD= 1E-37
REF 0626         LOC  195 WIDTH  9             DK   3 COL 71-79
EXP DEC=  1

AVERAGE HOURS OF WORK PER WEEK, MANUFACTURING INDUSTRIES,
TOTAL WAGE EARNERS, NICB
---------------------------------------------------------

NBER SERIES:  08029
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  06/1920-12/1921, 07/1922-07/1948
SEASONAL ADJUSTMENT:  NONE
SOURCE:  NATIONAL INDUSTRIAL CONFERENCE BOARD, FOR 1920-1933
DATA: WAGES, HOURS, AND EMPLOYMENT IN THE UNITED STATES,
1914-1936, PP. 44-47; FOR 1934-1940 DATA: NICB ECONOMIC
RECORD, MARCH 28, 1940, PP. 115-116 AND DECEMBER, 11, 1941,
P. 520; FOR 1941-1948: NICB MANAGEMENT RECORD, 1942 AND
FOLLOWING YEARS; ALTERNATE SOURCE: SURVEY OF CURRENT
BUSINESS, OCTOBER, 1936, PP. 11-13; SUPPLEMENT OF JANUARY,
1940, P.18, AND SUBSEQUENT SUPPLEMENTS FOR 1940-1942.

NOTES:  SERIES 08029 IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1920-1948  (2)--ORIGINAL DATA,
1932-1969.
DATA COVER TWENTY-FIVE MANUFACTURING INDUSTRIES.
MISSING DATA IN 1922 WAS NOT COMPILED BY NICB.
THE SERIES IS CALLED""PRODUCTION WORKERS"" IN THE SOURCE
BEGINNING IN 1945. SEE THE MANAGEMENT RECORD OF MARCH, 1945,
PP. 80 AND 82 FOR RELATED NOTES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08029b,"U.S. Average Hours of Work Per Week, Production Workers, Manufacturing, Total, BLS 01/1932-04/1969","VAR 0628      08029 MANU ID 3R 932-969               MD= 1E-37
REF 0628         LOC  213 WIDTH  9             DK   4 COL 26-34
EXP DEC=  1

AVERAGE HOURS OF WORK PER WEEK, PRODUCTION WORKERS,
MANUFACTURING, TOTAL, BLS
---------------------------------------------------

NBER SERIES:  08029
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1932-04/1969
SEASONAL ADJUSTMENT:  NONE
SOURCE:  BUREAU OF LABOR STATISTICS, BULLETINS NO. 1312,
1312-1 AND SUBSEQUENT BULLETINS

NOTES:  SERIES 08029 IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1920-1948  (2)--ORIGINAL DATA,
1932-1969.
BEGINNING WITH 1959, ALASKA AND HAWAII ARE INCLUDED.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08030,"U.S. Average Hours of Work Per Week Per Wage Earner, All Male, Twenty-Five Manufacturing Industries 06/1920-12/1921, 07/1922-04/1944","VAR 0645      08030 AL MALE 3R 920-944               MD= 1E-37
REF 0645         LOC  366 WIDTH  9             DK   6 COL 53-61
EXP DEC=  1

AVERAGE HOURS OF WORK PER WEEK PER WAGE EARNER, ALL MALE,
TWENTY-FIVE MANUFACTURING INDUSTRIES
---------------------------------------------------------

NBER SERIES:  08030
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  06/1920-12/1921, 07/1922-04/1944
SEASONAL ADJUSTMENT:  NONE
SOURCE:  NATIONAL INDUSTRIAL CONFERENCE BOARD, FOR 1920-1933
DATA: WAGES, HOURS, AND EMPLOYMENT IN THE UNITED STATES,
1914-1936; FOR 1934-1941 DATA: NICB ECONOMIC RECORD, MARCH
28, 1940 AND FOLLOWING ISSUES; FOR 1942-1944: NICB
MANAGEMENT RECORD.

NOTES:  DATA FOR JANUARY-JUNE, 1922 WERE NOT PUBLISHED.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08031,"U.S. Average Actual Hours of Work Per Week Per Wage Earner, Male, Semi-Skilled and Skilled, Twenty-Five Manufacturing 06/1920-12/1921, 07/1922-04/1944","VAR 0647      08031 SEMI SK 3R 920-944               MD= 1E-37
REF 0647         LOC  384 WIDTH  9             DK   6 COL 71-79
EXP DEC=  1

AVERAGE ACTUAL HOURS OF WORK PER WEEK PER WAGE EARNER, MALE,
SEMI-SKILLED AND SKILLED, TWENTY-FIVE MANUFACTURING
INDUSTRIES
------------------------------------------------------------

NBER SERIES:  08031
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  06/1920-12/1921, 07/1922-04/1944
SEASONAL ADJUSTMENT:  NONE
SOURCE:  NATIONAL INDUSTRIAL CONFERENCE BOARD, FOR 1920-1933
DATA: WAGES, HOURS, AND EMPLOYMENT IN THE UNITED STATES,
1914-1936; FOR 1934-1941 DATA: NICB ECONOMIC RECORD, MARCH
28, 1940 AND FOLLOWING ISSUES; FOR 1942-1944: NICB
MANAGEMENT RECORD.

NOTES:  DATA FOR JANUARY-JUNE, 1922 WERE NOT PUBLISHED.
BEGINNING IN 1934, ONLY 24 INDUSTRIES ARE COVERED. THE
SILK INDUSTRY WAS EXCLUDED DUE TO INADEQUATE DATA (SEE
SOURCE).

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",08
m08032,"U.S. Average Actual Hours Worked Per Week Per Wage Earner, Male, Unskilled, Twenty-Five Manufacturing Industries 06/1920-12/1921, 07/1922-07/1948","VAR 0649      08032 MALE UN 3R 920-948               MD= 1E-37
REF 0649         LOC  402 WIDTH  9             DK   7 COL 26-34
EXP DEC=  1

AVERAGE ACTUAL HOURS WORKED PER WEEK PER WAGE EARNER, MALE,
UNSKILLED, TWENTY-FIVE MANUFACTURING INDUSTRIES
-----------------------------------------------------------

NBER SERIES:  08032
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  06/1920-12/1921, 07/1922-07/1948
SEASONAL ADJUSTMENT:  NONE
SOURCE:  NATIONAL INDUSTRIAL CONFERENCE BOARD, FOR 1920-1933
DATA: WAGES, HOURS, AND EMPLOYMENT IN THE UNITED STATES,
1914-1936; FOR 1934-1941 DATA: NICB ECONOMIC RECORD, MARCH
28, 1940 AND FOLLOWING ISSUES; FOR 1942-1948: NICB
MANAGEMENT RECORD.

NOTES:  DATA FOR JANUARY-JUNE, 1922 WERE NOT PUBLISHED.
BEGINNING IN 1934, ONLY 24 INDUSTRIES ARE COVERED. THE
SILK INDUSTRY WAS EXCLUDED DUE TO INADEQUATE DATA (SEE
SOURCE).

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
m08033,"U.S. Average Actual Hours of Work Per Week Per Wage Earner, Female, Twenty-Five Manufacturing Industries 06/1920-12/1921, 07/1922-04/1944","VAR 0651      08033 ACT WRK 3R 920-944               MD= 1E-37
REF 0651         LOC  420 WIDTH  9             DK   7 COL 44-52
EXP DEC=  1

AVERAGE ACTUAL HOURS OF WORK PER WEEK PER WAGE EARNER,
FEMALE, TWENTY-FIVE MANUFACTURING INDUSTRIES
------------------------------------------------------

NBER SERIES:  08033
AREA COVERED:  U.S.
UNITS:  HOURS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  06/1920-12/1921, 07/1922-04/1944
SEASONAL ADJUSTMENT:  NONE
SOURCE:  NATIONAL INDUSTRIAL CONFERENCE BOARD, FOR 1920-1933
DATA: WAGES, HOURS, AND EMPLOYMENT IN THE UNITED STATES,
1914-1936; FOR 1934-1941 DATA: NICB ECONOMIC RECORD, MARCH
28, 1940 AND FOLLOWING ISSUES; FOR 1942-1944: NICB
MANAGEMENT RECORD.

NOTES:  DATA FOR JANUARY-JUNE, 1922 WERE NOT PUBLISHED.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",08
